	D3T0_sorted	D3T3_sorted	D3T7_sorted	D3T14_sorted	D3T0_unsorted	D3T3_unsorted	D3T7_unsorted	D3T14_unsorted
WASL	81	43	47	54	79	118	80	90
WBP1	97	51	58	53	69	91	81	121
WBP11	62	21	33	39	57	46	46	67
WBP11P1	6	0	9	11	3	6	3	15
WBP1L	71	45	74	37	46	110	54	82
WBP2	19	12	17	17	23	38	10	34
WBP2NL	0	0	0	0	0	0	0	0
WBP4	91	23	25	48	96	62	62	55
WBP5	324	271	307	360	288	500	504	420
WBSCR16	27	7	16	3	15	19	15	13
WBSCR17	1	1	1	4	0	2	1	4
WBSCR22	188	57	111	99	227	144	182	162
WBSCR27	2	1	2	0	3	1	1	1
WBSCR28	0	0	0	0	0	0	0	0
WDFY1	68	27	23	16	73	50	27	37
WDFY2	32	12	6	7	35	17	12	14
WDFY3	40	9	33	24	11	17	20	14
WDFY3-AS2	4	1	5	4	0	3	7	4
WDFY4	0	0	0	0	0	0	0	0
WDHD1	21	1	3	4	36	12	7	12
WDPCP	12	9	11	11	11	8	5	9
WDR1	158	12	59	54	207	127	68	83
WDR11	29	23	23	13	33	21	10	23
WDR11-AS1	17	11	41	13	4	4	4	3
WDR12	62	37	43	58	70	63	44	78
WDR13	64	22	34	42	99	76	43	66
WDR16	1	2	0	0	3	0	0	0
WDR17	25	24	34	51	5	16	10	9
WDR18	44	22	25	23	151	67	46	52
WDR19	16	16	27	32	12	25	18	25
WDR20	39	22	19	22	22	40	29	48
WDR24	2	1	1	3	9	8	6	8
WDR25	29	10	10	14	32	21	12	25
WDR26	34	19	26	24	14	15	9	19
WDR27	17	15	18	28	18	9	11	5
WDR3	68	23	29	38	69	72	38	82
WDR31	13	11	14	8	18	14	11	15
WDR33	103	50	58	50	108	108	69	94
WDR34	63	12	2	15	112	48	29	25
WDR35	25	28	18	10	12	11	20	16
WDR36	195	70	135	157	136	151	133	139
WDR37	14	11	10	16	5	3	9	8
WDR38	0	0	0	0	0	0	0	0
WDR4	21	6	9	7	70	18	14	16
WDR41	165	36	58	62	289	121	102	129
WDR43	135	37	41	71	167	99	96	97
WDR44	29	6	20	14	27	22	8	18
WDR45	93	24	30	35	148	115	65	99
WDR45B	67	25	38	28	62	89	43	68
WDR46	37	19	34	26	65	43	24	31
WDR47	17	10	27	31	32	20	17	15
WDR48	50	20	14	20	69	58	29	58
WDR49	0	0	0	0	0	0	0	0
WDR5	18	10	11	12	9	12	8	11
WDR52	13	8	22	22	6	16	12	15
WDR52-AS1	0	1	0	0	0	0	1	0
WDR53	17	5	0	7	12	12	15	8
WDR54	80	21	20	29	117	59	35	29
WDR55	81	56	93	63	58	48	43	45
WDR59	24	11	14	23	9	7	6	9
WDR5B	61	30	64	51	40	34	27	25
WDR6	61	33	21	27	54	57	32	23
WDR60	87	60	97	105	121	98	110	110
WDR61	166	44	87	100	228	160	146	167
WDR62	2	0	0	0	2	0	0	0
WDR63	6	2	4	4	5	2	9	4
WDR64	0	0	0	0	0	0	0	0
WDR65	0	0	0	0	0	0	0	0
WDR66	4	4	2	1	10	7	1	2
WDR67	17	8	6	9	10	10	9	7
WDR7	10	11	13	8	8	9	14	9
WDR70	83	41	41	38	80	93	46	36
WDR72	7	11	6	13	1	2	2	5
WDR73	42	23	31	30	85	70	36	49
WDR74	53	21	27	28	76	53	36	56
WDR75	62	31	34	33	73	78	54	56
WDR76	28	30	41	32	22	15	16	8
WDR77	46	14	24	18	65	42	24	49
WDR78	8	3	5	4	12	15	6	11
WDR81	8	8	7	6	5	14	12	6
WDR82	66	25	47	46	54	53	68	43
WDR83	196	111	148	148	184	200	187	168
WDR83OS	991	341	448	466	993	992	886	892
WDR86	0	0	0	0	0	0	0	0
WDR86-AS1	0	0	2	3	0	1	0	0
WDR87	0	1	0	0	0	0	0	0
WDR88	0	0	0	0	0	0	0	0
WDR89	16	6	11	9	29	17	10	22
WDR90	1	7	3	1	2	3	2	0
WDR91	18	15	27	26	14	14	7	9
WDR92	50	64	76	72	65	59	54	41
WDR93	0	0	0	1	0	1	0	1
WDR96	0	1	0	0	0	0	0	1
WDSUB1	14	5	9	5	11	7	9	12
WDTC1	0	3	1	0	1	0	2	3
WDYHV1	23	5	11	8	54	26	19	29
WEE1	13	8	16	15	15	19	16	16
WEE2	0	1	0	0	0	0	0	1
WEE2-AS1	3	1	6	3	1	2	1	2
WFDC1	0	0	0	0	0	1	0	0
WFDC10A	0	0	0	0	0	0	0	0
WFDC10B	0	0	0	0	0	0	0	0
WFDC11	0	3	2	1	0	2	0	1
WFDC12	1	0	0	0	0	0	1	0
WFDC13	0	0	0	0	0	0	0	0
WFDC2	0	0	0	0	0	0	1	0
WFDC3	7	0	2	0	2	3	1	2
WFDC5	0	0	0	0	0	0	0	0
WFDC6	0	0	0	0	0	0	0	0
WFDC8	4	7	7	10	4	1	1	3
WFDC9	0	0	0	0	0	0	0	0
WFIKKN1	0	0	0	0	0	0	0	0
WFIKKN2	0	0	0	0	1	0	0	0
WFS1	63	25	59	70	61	141	85	158
WHAMM	55	72	85	78	33	23	22	20
WHAMMP1	24	10	26	32	15	15	14	12
WHAMMP2	31	23	40	41	8	13	16	29
WHAMMP3	23	23	30	37	10	12	14	24
WHSC1	67	23	77	52	36	24	19	28
WHSC1L1	138	61	77	71	173	108	88	102
WIBG	48	11	26	27	37	40	41	40
WIF1	0	0	0	0	0	0	0	0
WIPF1	16	8	17	7	6	19	11	12
WIPF2	38	31	41	23	8	16	22	15
WIPF3	31	6	24	28	25	12	12	15
WIPI1	94	107	103	103	63	306	131	167
WIPI2	35	14	31	26	33	34	31	43
WISP1	83	102	144	80	53	210	104	79
WISP2	2	15	44	20	5	98	75	53
WISP3	0	0	0	0	0	0	0	0
WIZ	6	1	3	4	3	2	0	4
WLS	26	15	28	17	42	77	49	48
WNK1	81	26	59	46	54	60	51	58
WNK2	0	0	0	0	0	0	0	0
WNK3	19	16	32	16	20	15	12	8
WNK4	8	2	2	1	6	1	1	2
WNT1	0	0	0	0	0	0	0	0
WNT10A	0	0	0	0	0	0	0	0
WNT10B	0	0	0	0	0	0	0	0
WNT11	2	0	1	2	1	2	2	3
WNT16	0	0	1	0	0	0	0	0
WNT2	10	0	0	0	14	0	0	0
WNT2B	0	0	0	0	0	0	0	0
WNT3	7	1	2	5	9	8	5	1
WNT3A	0	0	0	0	0	0	0	0
WNT4	2	3	2	3	1	3	1	1
WNT5A	201	99	107	90	94	121	89	88
WNT5B	13	1	2	7	14	4	4	6
WNT6	0	0	0	0	0	0	0	0
WNT7A	0	0	0	0	0	0	0	0
WNT7B	30	23	55	29	17	12	15	5
WNT8A	0	0	0	0	0	0	0	0
WNT8B	0	0	0	0	0	0	0	0
WNT9A	0	0	0	0	0	0	0	0
WNT9B	0	0	0	0	0	0	0	0
WRAP53	23	3	6	5	10	24	11	12
WRAP73	17	9	10	14	29	35	26	27
WRB	107	53	65	72	146	134	103	105
WRN	109	63	140	102	73	98	63	72
WRNIP1	59	17	15	21	65	69	43	40
WSB1	144	79	104	107	108	106	71	97
WSB2	127	33	73	54	73	52	53	55
WSCD1	0	0	0	0	0	0	0	0
WSCD2	1	0	1	0	0	1	0	0
WT1	15	13	9	12	16	4	9	7
WT1-AS	0	0	0	0	0	0	0	0
WTAP	70	64	87	70	55	105	67	50
WTAPP1	14	3	7	5	3	1	3	6
WTH3DI	26	5	14	12	13	12	2	14
WTIP	4	4	7	6	4	2	2	2
WWC1	15	9	21	20	6	13	4	8
WWC2	48	39	62	85	57	64	56	65
WWC2-AS2	0	2	0	0	0	0	0	0
WWC3	79	24	27	30	71	78	43	58
WWOX	14	12	10	15	24	30	11	17
WWP1	17	8	17	7	7	6	9	4
WWP2	32	4	8	7	29	20	11	4
WWTR1	140	58	88	77	112	113	66	116
WWTR1-AS1	21	12	40	19	13	15	14	6
XAB2	0	1	0	2	4	4	2	1
XAF1	160	52	108	58	279	37	34	48
XAGE1A	0	1	0	0	0	0	0	0
XAGE1B	0	0	0	0	0	0	0	0
XAGE1C	0	0	0	0	0	0	0	0
XAGE1D	0	0	0	0	0	0	0	0
XAGE1E	0	0	0	0	0	0	0	0
XAGE2	0	0	0	0	0	0	2	0
XAGE2B	0	0	0	0	0	0	1	0
XAGE3	0	0	0	0	0	0	0	0
XAGE5	0	0	0	0	0	0	0	0
XBP1	145	17	38	68	107	37	25	49
XCL1	2	0	1	2	0	0	0	0
XCL2	0	0	1	2	0	0	2	0
XCR1	0	0	1	1	0	0	0	0
XDH	8	6	25	12	3	3	4	2
XG	79	42	49	62	59	91	72	89
XGPY2	6	2	5	3	1	2	2	5
XIAP	250	152	218	190	211	183	122	158
XIRP1	0	0	0	0	0	0	0	0
XIRP2	0	0	0	0	1	0	0	0
XIST	262	303	357	271	94	132	102	100
XK	0	0	0	0	0	0	0	0
XKR3	1	0	0	0	0	0	1	0
XKR4	0	0	0	0	0	0	0	0
XKR5	22	15	44	30	10	6	13	7
XKR6	0	2	0	0	0	0	1	0
XKR7	0	0	0	0	0	0	0	0
XKR8	3	2	0	2	3	2	1	2
XKR9	13	7	21	11	1	2	6	8
XKRX	0	0	0	0	0	0	0	0
XKRY	0	0	0	0	0	0	0	0
XKRY2	0	0	0	0	0	0	0	0
XPA	56	31	48	37	56	54	65	67
XPC	240	86	112	101	253	250	211	194
XPNPEP1	116	42	49	51	172	137	77	85
XPNPEP2	1	3	3	3	4	9	2	7
XPNPEP3	194	167	306	223	243	249	176	209
XPO1	106	54	64	34	62	71	38	52
XPO4	20	13	15	17	14	7	13	10
XPO5	23	14	14	12	34	28	13	20
XPO6	21	5	4	6	24	13	7	11
XPO7	25	5	14	8	20	18	15	21
XPOT	144	39	45	46	132	59	48	52
XPR1	33	33	39	40	27	13	16	14
XRCC1	22	10	14	6	34	28	19	25
XRCC2	77	66	134	85	27	35	22	43
XRCC3	2	0	0	1	2	1	1	0
XRCC4	41	16	13	24	29	24	19	19
XRCC5	775	255	292	293	1211	887	534	615
XRCC6	831	200	260	285	1714	943	613	725
XRCC6BP1	9	8	5	6	16	14	15	22
XRCC6P5	44	7	20	17	39	32	25	45
XRN1	147	85	112	104	109	107	66	111
XRN2	383	148	203	198	548	585	399	401
XRRA1	21	6	9	7	14	8	6	4
XXYLT1	21	8	17	19	21	14	13	24
XXYLT1-AS2	0	0	0	0	0	0	0	0
XYLB	4	3	5	4	3	3	2	0
XYLT1	48	17	61	50	44	88	44	78
XYLT2	17	11	7	15	18	9	14	12
YAE1D1	96	17	32	46	119	84	66	66
YAF2	55	39	85	95	41	65	46	62
YAP1	67	24	34	40	67	44	36	48
YARS	241	36	65	53	498	153	92	110
YARS2	66	25	51	38	53	45	41	43
YBEY	40	6	15	10	24	27	21	16
YBX1	781	207	274	360	1205	782	697	893
YBX2	0	0	2	0	0	0	0	0
YBX3	99	54	60	65	58	107	60	97
YBX3P1	10	4	12	10	3	7	6	11
YDJC	23	5	2	6	35	9	4	6
YEATS2	34	26	47	47	26	17	19	30
YEATS4	54	6	13	11	58	51	30	22
YES1	88	35	50	46	93	69	42	47
YIF1A	362	84	125	107	684	320	269	300
YIF1B	13	6	13	12	20	6	12	9
YIPF1	56	16	18	23	65	52	38	33
YIPF2	19	6	4	14	43	21	16	28
YIPF3	129	50	65	51	148	135	102	122
YIPF4	94	39	19	45	77	68	48	75
YIPF5	511	194	273	235	752	537	384	446
YIPF6	130	66	90	125	175	173	187	205
YIPF7	0	0	0	0	0	0	0	0
YJEFN3	1	1	4	3	1	1	4	1
YKT6	118	21	16	25	164	79	70	69
YLPM1	28	15	32	24	22	23	11	21
YME1L1	232	80	117	106	388	241	129	179
YOD1	9	5	13	5	11	18	9	11
YPEL1	22	32	35	31	19	25	14	17
YPEL2	9	20	17	31	6	46	29	52
YPEL3	8	9	7	5	6	18	10	10
YPEL4	0	0	0	0	0	1	0	0
YPEL5	319	88	105	138	419	360	244	311
YRDC	4	3	4	3	4	4	2	4
YTHDC1	205	49	109	113	155	131	153	144
YTHDC2	33	16	15	28	29	21	12	15
YTHDF1	36	9	18	19	18	19	19	18
YTHDF2	266	68	105	109	463	377	246	251
YTHDF3	35	28	29	25	27	37	29	34
YTHDF3-AS1	3	0	2	2	4	8	5	4
YWHAB	1227	254	373	416	1831	1166	797	905
YWHAE	262	54	106	114	208	141	160	173
YWHAG	2319	473	951	1383	4292	2175	2521	3639
YWHAH	60	14	10	7	40	15	16	15
YWHAQ	483	122	142	167	728	488	256	384
YWHAZ	1576	227	328	382	2264	849	537	705
YY1	50	17	16	23	68	41	46	35
YY1AP1	5	2	9	4	2	2	2	2
YY1P2	4	1	2	2	0	7	3	0
YY2	12	6	5	6	17	16	13	9
ZACN	3	0	1	0	2	2	1	2
ZADH2	35	14	16	2	35	14	12	12
ZAK	85	32	68	73	99	78	63	69
ZAN	0	0	0	0	0	0	0	0
ZAP70	0	0	0	0	0	0	0	1
ZAR1	0	0	0	0	0	0	0	0
ZAR1L	0	0	0	0	0	0	0	0
ZBBX	2	0	0	0	0	0	0	0
ZBED1	40	24	51	34	42	34	27	23
ZBED2	0	0	0	0	0	0	0	0
ZBED3	1	4	7	5	1	8	4	20
ZBED3-AS1	0	1	6	24	0	1	17	71
ZBED4	17	10	11	11	27	32	14	26
ZBED5	51	33	54	39	70	68	36	61
ZBED5-AS1	22	13	19	20	31	64	27	52
ZBED6	8	10	8	8	3	3	6	5
ZBED6CL	0	0	0	0	0	0	0	0
ZBP1	26	23	46	34	16	5	9	12
ZBTB1	59	59	84	64	39	77	51	58
ZBTB10	16	9	17	17	7	16	16	16
ZBTB11	29	12	20	8	31	17	15	25
ZBTB11-AS1	33	15	28	31	30	18	15	19
ZBTB12	0	0	0	0	0	0	0	0
ZBTB14	10	3	8	5	3	11	11	7
ZBTB16	5	229	372	461	2	622	542	575
ZBTB17	61	26	25	23	93	85	36	37
ZBTB18	20	3	2	0	12	5	3	9
ZBTB2	10	3	2	5	10	6	5	1
ZBTB20	84	56	99	131	52	104	68	100
ZBTB20-AS1	0	1	2	5	2	3	0	1
ZBTB21	33	6	21	8	27	17	11	18
ZBTB22	1	1	0	0	1	2	0	1
ZBTB24	43	50	43	39	57	48	27	26
ZBTB25	20	4	8	14	8	18	8	14
ZBTB26	4	4	11	1	6	1	2	4
ZBTB3	43	27	74	46	18	15	11	20
ZBTB32	0	1	0	0	0	0	0	0
ZBTB33	3	9	11	14	11	17	8	15
ZBTB34	7	6	6	1	2	7	5	2
ZBTB37	13	7	8	6	10	7	6	6
ZBTB38	196	101	107	77	244	306	178	181
ZBTB39	7	1	6	7	3	5	2	5
ZBTB4	41	11	39	11	16	15	18	22
ZBTB40	23	26	25	29	13	22	10	18
ZBTB41	55	30	29	25	42	35	21	21
ZBTB42	2	0	0	2	0	1	1	0
ZBTB43	85	47	90	51	79	108	54	80
ZBTB44	13	20	28	11	15	24	13	16
ZBTB45	5	2	0	1	2	2	4	2
ZBTB46	4	2	0	2	4	1	2	2
ZBTB47	20	9	14	11	10	24	14	27
ZBTB48	9	4	3	9	13	9	5	3
ZBTB49	8	7	14	10	8	3	5	6
ZBTB5	10	1	1	4	6	3	5	7
ZBTB6	15	7	7	14	6	10	9	11
ZBTB7A	4	1	1	5	1	1	3	1
ZBTB7B	0	0	0	2	1	0	0	0
ZBTB7C	0	0	0	0	0	0	0	0
ZBTB8A	140	128	225	208	123	133	93	89
ZBTB8B	3	5	7	7	2	0	2	4
ZBTB8OS	109	42	44	54	213	119	95	118
ZBTB9	3	2	1	2	4	3	2	6
ZC2HC1A	109	60	64	45	81	104	85	82
ZC2HC1B	1	0	0	0	0	0	0	0
ZC2HC1C	3	0	0	0	1	0	0	0
ZC3H10	3	7	3	3	1	16	7	4
ZC3H11A	93	58	83	71	66	86	61	70
ZC3H12A	5	1	8	12	13	21	12	10
ZC3H12B	27	30	65	34	20	17	11	25
ZC3H12C	4	15	13	9	3	8	8	6
ZC3H12D	29	29	45	40	12	16	15	8
ZC3H13	271	106	194	124	443	393	275	321
ZC3H14	144	62	94	113	182	147	106	130
ZC3H15	352	121	167	158	451	373	287	358
ZC3H18	33	7	19	21	45	44	27	30
ZC3H3	4	0	2	1	1	1	1	0
ZC3H4	22	7	4	9	11	8	6	9
ZC3H6	52	53	74	53	29	18	18	21
ZC3H7A	38	19	23	21	18	10	15	19
ZC3H7B	9	6	3	2	2	4	7	8
ZC3H8	43	32	44	23	49	45	30	41
ZC3HAV1	157	78	186	150	116	166	107	110
ZC3HAV1L	18	17	19	18	9	5	6	10
ZC3HC1	51	20	20	21	88	83	45	43
ZC4H2	9	8	10	10	20	14	7	16
ZCCHC10	56	21	28	32	52	55	46	59
ZCCHC11	85	50	98	55	39	43	45	49
ZCCHC12	0	0	0	0	0	0	0	0
ZCCHC13	0	0	0	0	0	0	0	0
ZCCHC14	14	16	12	11	8	12	8	9
ZCCHC16	5	10	14	5	2	2	4	5
ZCCHC17	498	136	206	189	732	638	457	514
ZCCHC18	4	5	6	7	5	15	18	7
ZCCHC2	1	9	3	6	9	7	5	6
ZCCHC24	23	22	35	22	19	32	25	26
ZCCHC3	27	16	11	18	31	35	28	19
ZCCHC4	22	20	46	22	37	13	12	14
ZCCHC5	0	2	0	0	0	0	0	0
ZCCHC6	69	34	49	47	75	91	58	66
ZCCHC7	88	45	50	47	116	90	50	79
ZCCHC8	84	40	84	71	86	53	46	40
ZCCHC9	72	13	44	43	78	56	54	63
ZCRB1	297	70	104	103	335	218	157	211
ZCWPW1	11	10	7	10	15	25	15	14
ZCWPW2	14	3	3	2	10	5	6	4
ZDBF2	30	28	44	31	20	22	13	22
ZDHHC1	0	0	2	0	2	1	0	5
ZDHHC11	2	0	0	1	0	1	0	0
ZDHHC12	7	2	2	11	11	15	20	15
ZDHHC13	11	2	4	1	10	2	1	10
ZDHHC14	1	0	2	1	2	1	0	3
ZDHHC15	5	17	26	23	3	3	9	1
ZDHHC16	88	31	50	65	106	94	74	61
ZDHHC17	51	27	39	28	59	25	36	41
ZDHHC18	3	4	1	2	2	1	1	2
ZDHHC19	0	0	0	0	0	0	0	0
ZDHHC2	9	1	5	5	7	4	2	5
ZDHHC20	95	56	63	56	36	57	37	39
ZDHHC21	23	25	31	12	11	13	8	16
ZDHHC22	1	0	0	1	0	0	0	0
ZDHHC23	0	0	0	0	0	0	0	0
ZDHHC24	2	1	2	5	8	2	3	3
ZDHHC3	106	59	94	85	135	125	95	156
ZDHHC4	95	61	48	56	184	196	118	197
ZDHHC5	48	16	20	23	34	45	28	27
ZDHHC6	96	24	53	29	114	79	44	64
ZDHHC7	26	9	7	17	12	11	13	12
ZDHHC8	0	2	3	4	2	4	1	0
ZDHHC8P1	10	24	37	24	7	3	4	9
ZDHHC9	83	61	65	81	125	207	107	155
ZEB1	375	227	314	266	610	587	432	510
ZEB1-AS1	8	8	12	8	10	7	7	11
ZEB2	40	26	44	50	53	48	63	108
ZEB2-AS1	1	0	2	3	0	0	1	7
ZER1	52	31	52	52	19	34	48	28
ZFAND1	86	47	72	63	89	99	79	96
ZFAND2A	91	33	40	44	132	105	86	88
ZFAND2B	43	7	11	13	53	22	14	23
ZFAND3	9	1	3	1	6	2	5	3
ZFAND4	2	0	4	2	0	0	0	1
ZFAND5	89	74	87	62	42	58	45	59
ZFAND6	139	27	38	56	162	142	119	132
ZFAS1	1462	756	700	590	1576	1744	1204	1125
ZFAT	12	6	13	12	11	9	7	11
ZFAT-AS1	0	0	0	0	0	0	0	1
ZFC3H1	106	73	73	79	57	52	45	55
ZFHX2	3	0	0	0	1	2	0	1
ZFHX3	59	30	35	21	30	32	30	36
ZFHX4	92	57	104	105	103	94	65	114
ZFHX4-AS1	3	0	6	2	2	1	2	4
ZFP1	29	7	8	10	17	12	17	5
ZFP112	13	7	17	7	12	8	13	4
ZFP14	116	81	144	97	67	41	38	51
ZFP2	0	2	8	2	1	4	6	4
ZFP28	5	13	5	1	3	2	5	6
ZFP3	9	4	9	9	11	7	4	7
ZFP30	37	30	63	62	33	28	28	20
ZFP36	12	15	16	24	2	23	33	21
ZFP36L1	131	108	106	87	46	122	69	50
ZFP36L2	30	54	97	88	14	82	76	73
ZFP37	9	4	4	2	5	12	8	9
ZFP41	10	10	12	7	9	23	11	9
ZFP42	14	12	31	13	4	4	3	3
ZFP57	0	0	0	0	0	0	0	0
ZFP62	13	11	12	7	17	23	23	19
ZFP64	43	24	26	20	36	16	8	16
ZFP69	3	3	1	0	0	0	1	1
ZFP69B	8	2	1	4	11	3	0	2
ZFP82	16	2	4	12	20	24	16	11
ZFP90	46	14	24	22	39	34	20	28
ZFP91	65	18	18	13	23	33	21	32
ZFP91-CNTF	15	4	5	6	9	10	6	14
ZFP92	1	0	0	0	0	0	0	0
ZFPL1	96	31	39	39	102	83	58	55
ZFPM1	0	0	0	0	2	0	0	0
ZFPM2	8	1	1	1	3	1	4	2
ZFR	222	91	129	98	342	257	198	209
ZFR2	25	21	35	25	6	17	11	9
ZFX	101	71	80	74	96	92	74	77
ZFX-AS1	0	0	0	0	0	0	0	0
ZFY	19	10	12	11	22	15	20	21
ZFYVE1	10	4	10	13	9	9	9	11
ZFYVE16	108	93	111	78	83	88	77	72
ZFYVE19	54	32	48	34	69	52	47	31
ZFYVE20	70	75	99	77	43	52	36	54
ZFYVE21	60	35	33	35	107	100	73	71
ZFYVE26	13	11	10	11	7	6	5	8
ZFYVE27	7	9	8	11	8	10	5	12
ZFYVE28	5	2	0	3	0	3	2	2
ZFYVE9	18	17	13	6	17	11	14	17
ZG16	12	4	18	12	2	6	1	3
ZG16B	0	0	0	0	0	0	0	0
ZGLP1	3	0	0	4	5	1	2	3
ZGPAT	19	9	12	12	21	24	19	18
ZHX1	110	27	29	36	127	81	54	102
ZHX1-C8ORF76	103	41	38	63	94	143	76	95
ZHX2	7	1	6	9	8	3	11	18
ZHX3	49	30	52	33	23	52	26	47
ZIC1	1	0	1	1	2	0	1	0
ZIC2	0	0	0	0	0	0	0	0
ZIC3	0	0	0	0	0	0	0	0
ZIC4	0	0	0	0	2	1	0	0
ZIC5	0	0	0	0	0	0	0	0
ZIK1	1	0	1	1	1	4	1	3
ZIM2	1	0	4	0	1	0	1	3
ZIM3	8	13	12	10	7	6	3	5
ZKSCAN1	97	63	88	93	80	105	70	88
ZKSCAN2	2	1	0	1	2	2	1	1
ZKSCAN3	96	51	98	72	35	39	32	37
ZKSCAN4	8	5	3	5	8	8	4	4
ZKSCAN5	20	7	14	6	11	14	6	8
ZKSCAN7	29	21	44	27	13	22	15	12
ZKSCAN8	24	22	25	17	16	16	13	18
ZMAT1	5	11	6	9	1	1	0	4
ZMAT2	188	53	76	78	207	161	209	165
ZMAT3	110	62	118	97	55	75	75	77
ZMAT4	0	1	3	8	0	0	3	7
ZMAT5	100	25	39	37	113	122	76	82
ZMIZ1	39	17	24	28	33	32	17	29
ZMIZ1-AS1	1	2	4	0	0	4	0	1
ZMIZ2	10	5	5	6	4	5	5	4
ZMPSTE24	178	68	86	97	216	150	114	143
ZMYM1	39	29	20	25	39	34	34	28
ZMYM2	62	53	51	37	33	21	21	27
ZMYM3	9	3	12	7	21	5	10	9
ZMYM4	57	29	56	39	64	48	52	53
ZMYM5	74	39	56	65	75	56	41	38
ZMYM6	64	54	76	59	38	33	23	41
ZMYM6NB	159	115	129	162	126	263	207	232
ZMYND10	1	0	2	0	1	1	0	0
ZMYND11	70	36	38	32	83	66	33	55
ZMYND12	1	2	2	2	1	4	5	3
ZMYND15	0	0	0	0	0	0	0	0
ZMYND19	3	3	4	1	2	0	3	1
ZMYND8	39	23	26	27	102	42	30	49
ZNF10	7	11	19	14	5	1	5	3
ZNF100	12	18	40	38	13	19	8	25
ZNF101	20	9	8	13	15	10	4	10
ZNF106	184	114	168	156	244	206	165	273
ZNF107	21	17	29	21	8	10	15	12
ZNF114	12	21	13	12	15	1	12	7
ZNF117	55	38	87	107	13	36	34	66
ZNF12	9	16	14	12	14	9	6	16
ZNF121	18	15	17	12	25	41	19	13
ZNF124	34	40	57	40	25	24	26	33
ZNF131	38	22	12	27	46	46	34	26
ZNF132	13	2	8	5	8	11	4	6
ZNF133	39	16	13	26	48	37	22	21
ZNF134	7	0	4	3	23	10	9	4
ZNF135	21	18	27	22	12	15	9	10
ZNF136	16	7	12	10	13	14	13	11
ZNF137P	9	13	14	14	10	5	7	5
ZNF138	31	17	23	23	27	28	21	26
ZNF14	10	8	26	14	20	10	7	15
ZNF140	27	10	17	11	17	38	20	17
ZNF141	17	13	27	16	12	14	8	13
ZNF142	7	3	1	4	7	5	2	1
ZNF143	43	18	37	31	59	38	32	31
ZNF146	170	49	101	105	249	187	173	149
ZNF148	103	36	43	45	135	122	68	94
ZNF154	1	5	7	6	2	3	2	2
ZNF155	10	3	21	17	21	15	14	19
ZNF157	0	1	0	0	0	0	0	0
ZNF16	20	7	12	7	26	21	12	20
ZNF160	49	37	46	64	33	50	26	29
ZNF165	8	4	6	9	6	8	16	7
ZNF169	2	1	2	2	2	4	2	0
ZNF17	12	2	12	7	10	15	5	15
ZNF174	50	18	25	26	43	47	33	41
ZNF175	6	2	6	2	6	6	4	1
ZNF177	2	5	4	3	4	2	0	3
ZNF18	12	9	15	10	26	25	21	22
ZNF180	10	1	5	2	1	5	6	7
ZNF181	73	22	57	67	61	75	53	51
ZNF182	9	4	2	7	8	5	3	8
ZNF184	17	2	6	11	17	23	9	10
ZNF185	2	0	1	1	2	2	0	2
ZNF189	8	6	4	11	8	9	4	13
ZNF19	7	7	4	4	11	9	9	6
ZNF192P1	7	2	0	1	2	1	6	1
ZNF195	15	12	34	21	5	10	6	7
ZNF197	27	33	35	45	30	31	26	32
ZNF2	19	27	37	24	13	33	13	22
ZNF20	14	3	12	12	9	9	10	4
ZNF200	14	4	6	8	10	14	6	8
ZNF202	4	3	6	2	6	11	0	1
ZNF204P	27	18	54	26	17	16	7	10
ZNF205	4	1	2	1	2	1	3	2
ZNF205-AS1	28	18	48	35	11	6	10	12
ZNF207	236	63	101	100	365	205	155	190
ZNF208	16	14	30	38	9	9	6	11
ZNF211	8	5	3	7	12	11	5	6
ZNF212	5	4	4	4	7	3	2	6
ZNF213	3	0	2	2	7	3	4	3
ZNF214	2	0	1	0	3	1	2	5
ZNF215	7	5	3	7	2	9	5	8
ZNF217	67	26	26	45	72	57	28	44
ZNF219	1	1	5	6	5	1	9	11
ZNF22	195	59	93	103	238	245	190	223
ZNF221	8	6	13	7	10	4	3	10
ZNF222	11	4	9	17	10	19	10	13
ZNF223	8	4	9	10	10	19	9	12
ZNF224	5	7	2	2	8	6	8	9
ZNF225	9	7	8	3	9	11	7	6
ZNF226	69	35	53	78	84	62	83	73
ZNF227	18	6	20	5	23	22	16	14
ZNF229	6	1	5	3	3	6	3	5
ZNF23	120	52	190	163	139	138	108	105
ZNF230	3	5	6	12	6	8	8	9
ZNF232	13	10	16	16	28	28	17	28
ZNF233	0	0	3	2	2	1	0	1
ZNF234	68	70	94	61	60	47	59	49
ZNF235	11	7	18	20	6	4	7	12
ZNF236	38	25	25	24	41	36	28	26
ZNF239	23	2	6	6	17	11	7	12
ZNF24	151	80	109	83	227	182	138	173
ZNF248	17	10	16	11	18	15	16	17
ZNF25	17	11	8	10	20	12	6	8
ZNF250	45	42	75	47	25	20	30	27
ZNF251	23	11	15	12	17	26	12	16
ZNF252P	39	16	36	36	29	30	22	30
ZNF252P-AS1	7	12	23	15	7	9	10	7
ZNF253	13	27	43	37	21	24	19	34
ZNF254	11	4	14	10	3	3	6	5
ZNF256	10	1	1	5	6	3	3	2
ZNF257	8	1	7	7	1	4	2	3
ZNF259	52	11	11	36	99	48	48	66
ZNF26	9	9	14	3	8	12	5	4
ZNF260	90	80	132	76	54	59	36	47
ZNF263	8	6	2	6	2	5	6	3
